id,topic,difficulty,question,options,correctAnswer,explanationRu,explanationPl
"pdf_B1_ASPEKT_001","Aspekt czasownika","medium","Wczoraj cały wieczór _______ tę książkę, ale nie skończyłem.","A) przeczytałem | B) czytałem | C) przeczytam","B","Здесь нужен несовершенный вид (aspekt niedokonany), потому что: 1. Действие длилось какое-то время (""cały wieczór"" — весь вечер) 2. Действие НЕ было завершено (""nie skończyłem"" — не закончил)  🔑 Правило выбора аспекта:  NIEDOKONANY (несовершенный) — czytać, pisać, robić: • Процесс, длительность: ""Cały dzień czytałem"" • Повторяющееся действие: ""Codziennie czytam gazetę"" • Незавершённое действие: ""Czytałem, ale nie skończyłem""  DOKONANY (совершенный) — przeczytać, napisać, zrobić: • Результат, завершённость: ""Przeczytałem książkę"" (= закончил читать) • Однократное завершённое действие  ❌ Почему не A: • ""przeczytałem"" = я прочитал (до конца) • Но в предложении сказано ""nie skończyłem"" — значит, НЕ дочитал!  ❌ Почему не C: • ""przeczytam"" — это будущее время, а здесь ""wczoraj"" (вчера)  ⚠️ Ключевые маркеры для niedokonany: cały dzień/wieczór, długo, zawsze, często, jeszcze nie...","Potrzebujemy aspektu niedokonanego, ponieważ: 1. Czynność trwała przez jakiś czas (""cały wieczór"") 2. Czynność NIE została zakończona (""nie skończyłem"")  🔑 Zasada wyboru aspektu:  NIEDOKONANY — czytać, pisać, robić: • Proces, trwanie: ""Cały dzień czytałem"" • Czynność powtarzająca się: ""Codziennie czytam"" • Czynność niezakończona  DOKONANY — przeczytać, napisać, zrobić: • Rezultat, zakończenie: ""Przeczytałem książkę"" • Czynność jednorazowa, zakończona  ❌ Dlaczego nie A: • ""przeczytałem"" = skończyłem czytać • Ale ""nie skończyłem"" oznacza, że czynność nie została zakończona!  💡 Markery dla niedokonanego: cały dzień, długo, zawsze, często, jeszcze nie..."
"pdf_B1_ASPEKT_002","Aspekt czasownika","medium-high","Nareszcie _______ ten trudny egzamin! Jestem bardzo szczęśliwy.","A) zdawałem | B) zdaję | C) zdałem","C","Здесь нужен совершенный вид (aspekt dokonany), потому что: 1. Слово ""nareszcie"" (наконец-то) указывает на достижение результата 2. ""Jestem szczęśliwy"" — результат уже есть, экзамен сдан!  🔑 Пара: zdawać (niedok.) vs zdać (dok.)  zdawać — сдавать (процесс, попытка): • ""Jutro zdaję egzamin"" — Завтра сдаю экзамен (буду пытаться) • ""Wczoraj zdawałem egzamin"" — Вчера сдавал (процесс, без указания результата)  zdać — сдать (успешный результат): • ""Zdałem egzamin!"" — Я сдал экзамен! (успешно) • Внимание: ""nie zdałem"" = не сдал (провалил)  ❌ Почему не A: • ""zdawałem"" — это процесс сдачи, без указания результата • Но ""nareszcie"" и ""jestem szczęśliwy"" говорят о РЕЗУЛЬТАТЕ  ❌ Почему не B: • ""zdaję"" — настоящее время, но контекст указывает на прошлое  ⚠️ Ловушка: ""zdawać egzamin"" ≠ ""сдать экзамен""! Это только ""пытаться сдать"".","Potrzebujemy aspektu dokonanego, ponieważ: 1. ""Nareszcie"" wskazuje na osiągnięcie rezultatu 2. ""Jestem szczęśliwy"" — rezultat już jest, egzamin zdany!  🔑 Para: zdawać (niedok.) vs zdać (dok.)  zdawać — przystępować do egzaminu (proces): • ""Jutro zdaję egzamin"" — będę próbował • ""Wczoraj zdawałem"" — proces, bez informacji o wyniku  zdać — zaliczyć egzamin (sukces): • ""Zdałem egzamin!"" — sukces! • ""Nie zdałem"" — porażka  ❌ Dlaczego nie A: • ""zdawałem"" to proces, bez informacji o rezultacie • Ale ""nareszcie"" i ""jestem szczęśliwy"" mówią o REZULTACIE  💡 Pułapka: ""zdawać egzamin"" ≠ zdać! To tylko ""próbować zdać""."
"pdf_B1_PRZYIMKI_001","Przyimki","medium","W tym roku jedziemy _______ wakacje do Włoch.","A) na wakacjach | B) na wakacje | C) o wakacjach","B","Здесь нужен biernik (винительный падеж), потому что глагол ""jechać"" указывает на ДВИЖЕНИЕ, направление.  🔑 Главное правило: ДВИЖЕНИЕ vs МЕСТО  NA + BIERNIK — куда? (движение, направление): • Jadę na wakacje. (Еду НА каникулы — куда?) • Idę na pocztę. (Иду НА почту — куда?)  NA + MIEJSCOWNIK — где? (место, положение): • Jestem na wakacjach. (Я НА каникулах — где?) • Jestem na poczcie. (Я НА почте — где?)  ❌ Почему не A: • ""na wakacjach"" — это miejscownik, отвечает на вопрос ""где?"" • Но ""jedziemy"" — это движение, нужен вопрос ""куда?"" → biernik  ❌ Почему не C: • ""o wakacjach"" — это ""о каникулах"" (тема разговора) • Не подходит по смыслу  ⚠️ Это КЛАССИЧЕСКАЯ ошибка! Запомни пары: • jechać NA wakacje → być NA wakacjach • iść DO domu → być W domu • iść NA pocztę → być NA poczcie","Potrzebujemy biernika, ponieważ czasownik ""jechać"" wskazuje na RUCH, kierunek.  🔑 Główna zasada: RUCH vs MIEJSCE  NA + BIERNIK — dokąd? (ruch): • Jadę na wakacje. • Idę na pocztę.  NA + MIEJSCOWNIK — gdzie? (miejsce): • Jestem na wakacjach. • Jestem na poczcie.  ❌ Dlaczego nie A: • ""na wakacjach"" to miejscownik — odpowiada na ""gdzie?"" • Ale ""jedziemy"" to ruch — potrzebujemy ""dokąd?"" → biernik  💡 Zapamiętaj pary: • jechać NA wakacje → być NA wakacjach • iść DO domu → być W domu"
"pdf_B1_PRZYIMKI_002","Przyimki","medium-high","Po pracy zawsze wracam prosto _______.","A) w domu | B) do domu | C) na dom","B","Глагол ""wracać"" (возвращаться) указывает на ДВИЖЕНИЕ → нужен предлог направления.  🔑 Правило для дом:  DO domu — домой (куда? — движение): • Idę do domu. (Иду домой.) • Wracam do domu. (Возвращаюсь домой.)  W domu — дома (где? — место): • Jestem w domu. (Я дома.) • Zostanę w domu. (Останусь дома.)  ❌ Почему не A: • ""w domu"" — это ""дома"" (где?), но ""wracam"" требует направления (куда?)  ❌ Почему не C: • ""na dom"" — не существует такой конструкции для ""дом"" • ""na"" используется с другими местами: na pocztę, na dworzec  ⚠️ Запомни устойчивые выражения: • iść/jechać DO domu, DO pracy, DO szkoły • być W domu, W pracy, W szkole • iść NA pocztę, NA dworzec, NA uniwersytet • być NA poczcie, NA dworcu, NA uniwersytecie","Czasownik ""wracać"" wskazuje na RUCH → potrzebujemy przyimka kierunku.  🔑 Zasada dla dom:  DO domu — dokąd? (ruch): • Idę do domu. • Wracam do domu.  W domu — gdzie? (miejsce): • Jestem w domu. • Zostanę w domu.  ❌ Dlaczego nie A: • ""w domu"" to ""gdzie?"", ale ""wracam"" wymaga ""dokąd?""  ❌ Dlaczego nie C: • ""na dom"" — błędna konstrukcja  💡 Zapamiętaj: • DO + dopełniacz: do domu, do pracy, do szkoły • W + miejscownik: w domu, w pracy, w szkole • NA + biernik/miejscownik: na pocztę/poczcie, na dworzec/dworcu"
"pdf_B1_BIERNA_001","Strona bierna","high","Ten most _______ zbudowany w XIX wieku.","A) był | B) został | C) jest","B","Здесь нужна форма страдательного залога для завершённого действия в прошлом.  🔑 Два типа страдательного залога в польском:  ZOSTAĆ + imiesłów — однократное, завершённое действие: • Most został zbudowany. (Мост был построен — один раз, результат) • Okno zostało otwarte. (Окно было открыто — кто-то открыл)  BYĆ + imiesłów — состояние или повторяющееся действие: • Most był zbudowany z drewna. (Мост был построен из дерева — описание) • Okno było otwarte. (Окно было открытым — состояние)  В контексте ""w XIX wieku"" речь идёт о конкретном историческом событии → został.  ❌ Почему не A: • ""był zbudowany"" — описывает состояние, а не акт строительства • Звучит как ""был в построенном состоянии""  ❌ Почему не C: • ""jest zbudowany"" — настоящее время • Но ""w XIX wieku"" — это прошлое!  ⚠️ Подсказка: если можно добавить ""кем?"" (przez kogo?), то скорее всего нужен zostać: • Most został zbudowany przez inżynierów.","Potrzebujemy strony biernej dla czynności zakończonej w przeszłości.  🔑 Dwa typy strony biernej:  ZOSTAĆ + imiesłów — czynność jednorazowa, zakończona: • Most został zbudowany. (akt budowy) • List został wysłany. (akt wysłania)  BYĆ + imiesłów — stan lub czynność powtarzająca się: • Most był zbudowany z drewna. (opis stanu) • List był pisany przez godzinę. (proces)  W kontekście ""w XIX wieku"" chodzi o konkretne wydarzenie → został.  ❌ Dlaczego nie A: • ""był zbudowany"" opisuje stan, nie akt budowy  ❌ Dlaczego nie C: • ""jest"" to czas teraźniejszy, ale ""w XIX wieku"" to przeszłość  💡 Wskazówka: jeśli można dodać ""przez kogo?"", użyj ""zostać""."
"pdf_B1_BIERNA_002","Strona bierna","medium-high","Kiedy weszłam do pokoju, okno _______ otwarte.","A) zostało | B) było | C) będzie","B","Здесь описывается состояние (окно было открытым), а не действие открывания.  🔑 Разница в контексте:  BYŁO otwarte — состояние: • ""Okno było otwarte"" = Окно было открытым (я увидел его таким) • Не важно, кто открыл — важно состояние  ZOSTAŁO otwarte — действие: • ""Okno zostało otwarte przez Annę"" = Окно было открыто Анной • Акцент на действии открывания  В предложении ""Kiedy weszłam..."" описывается то, что я УВИДЕЛА — состояние окна.  ❌ Почему не A: • ""zostało otwarte"" — это акт открывания • Но здесь нет указания на действие, только на состояние  ❌ Почему не C: • ""będzie"" — будущее время • Но ""weszłam"" — прошедшее время!  ⚠️ Тест: если можно заменить на прилагательное — используй yć: • Okno było otwarte ≈ Okno było duże (состояние/свойство)","Opisujemy stan (okno było otwarte), nie czynność otwierania.  🔑 Różnica w kontekście:  BYŁO otwarte — stan: • ""Okno było otwarte"" = zobaczyłam je w takim stanie • Nie ważne, kto otworzył — ważny stan  ZOSTAŁO otwarte — czynność: • ""Okno zostało otwarte przez Annę"" = Anna je otworzyła • Akcent na czynności  W zdaniu ""Kiedy weszłam..."" opisuję to, co ZOBACZYŁAM — stan okna.  ❌ Dlaczego nie A: • ""zostało otwarte"" to akt otwierania, nie stan  💡 Test: jeśli można zastąpić przymiotnikiem — użyj yć: • Okno było otwarte ≈ Okno było duże"
"pdf_B1_SWOJ_001","Zaimki dzierżawcze","high","Marek kocha _______ żonę bardzo mocno.","A) jego | B) jej | C) swoją","C","Это КЛАССИЧЕСКАЯ ловушка на экзамене B1!  🔑 Правило для swój:  SWÓJ используется, когда владелец = подлежащее: • Marek kocha swoją żonę. (Марек любит СВОЮ жену — жену Марека) • Ja kocham swoją pracę. (Я люблю СВОЮ работу)  JEGO/JEJ используется, когда владелец ≠ подлежащее: • Marek kocha jego żonę. (Марек любит ЕГО жену — жену другого мужчины!) • Anna zna jego siostrę. (Анна знает ЕГО сестру — сестру кого-то другого)  В предложении: Marek (подлежащее) + żona (принадлежит Мареку) → swoją  ❌ Почему не A: • ""jego żonę"" = жену ДРУГОГО мужчины, не Марека! • Это полностью меняет смысл предложения  ❌ Почему не B: • ""jej"" — это ""её"", женский род • Не подходит, потому что Marek — мужчина  ⚠️ ВАЖНО для русскоязычных: В русском ""свой"" и ""его"" часто взаимозаменяемы в разговорной речи. В польском — это РАЗНЫЕ вещи! ""Jego"" = чужой, ""swój"" = собственный.","To KLASYCZNA pułapka na egzaminie B1!  🔑 Zasada dla swój:  SWÓJ — gdy właściciel = podmiot: • Marek kocha swoją żonę. (żonę Marka) • Ja kocham swoją pracę.  JEGO/JEJ — gdy właściciel ≠ podmiot: • Marek kocha jego żonę. (żonę INNEGO mężczyzny!) • Anna zna jego siostrę. (siostrę kogoś innego)  W zdaniu: Marek (podmiot) + żona (należy do Marka) → swoją  ❌ Dlaczego nie A: • ""jego żonę"" = żonę INNEGO mężczyzny! • To całkowicie zmienia sens zdania  ❌ Dlaczego nie B: • ""jej"" to rodzaj żeński, a Marek to mężczyzna  💡 Zapamiętaj: ""jego/jej"" = cudzy, ""swój"" = własny!"
"pdf_B1_SWOJ_002","Zaimki dzierżawcze","high","Anna rozmawiała z Piotrem. Potem wzięła _______ książkę i wyszła.","A) swoją | B) jego | C) jej","A","Здесь нужно понять, ЧЬЮ книгу взяла Анна.  🔑 Анализ контекста:  Если Анна взяла СВОЮ книгу (книгу Анны): • ""Wzięła swoją książkę"" ✅  Если Анна взяла книгу ПЁТРА: • ""Wzięła jego książkę"" (книгу Пётра)  Без дополнительного контекста, естественная интерпретация — Анна взяла СВОЮ книгу (она уходит со своими вещами).  ❌ Почему B тоже может быть правильным: • ""jego książkę"" = книгу Пётра • Это грамматически правильно, но меняет смысл! • В контексте ""wyszła"" (вышла) логичнее, что она взяла свои вещи  ❌ Почему не C: • ""jej książkę"" = её книгу (какой-то другой женщины) • Но в предложении нет другой женщины!  ⚠️ На экзамене: если нет явного указания на ""чужое"", выбирай ""swój""!","Trzeba zrozumieć, CZYJĄ książkę wzięła Anna.  🔑 Analiza kontekstu:  Jeśli Anna wzięła SWOJĄ książkę (książkę Anny): • ""Wzięła swoją książkę"" ✅  Jeśli Anna wzięła książkę PIOTRA: • ""Wzięła jego książkę""  Bez dodatkowego kontekstu, naturalna interpretacja — Anna wzięła SWOJĄ książkę (wychodzi ze swoimi rzeczami).  ❌ Dlaczego B też może być poprawne: • ""jego książkę"" = książkę Piotra • Gramatycznie poprawne, ale zmienia sens!  ❌ Dlaczego nie C: • ""jej książkę"" = książkę innej kobiety • Ale w zdaniu nie ma innej kobiety!  💡 Na egzaminie: jeśli nie ma wyraźnego wskazania na ""cudze"", wybierz ""swój""!"
"pdf_B1_ASPEKT_003","Aspekt czasownika","medium","Jutro _______ list do babci.","A) będę pisać | B) napiszę | C) pisałem","B","Здесь нужно будущее время. Выбор между двумя формами зависит от аспекта.  🔑 Будущее время в польском:  Совершенный вид (dokonany) — простая форма: • napiszę, przeczytam, zrobię • Указывает на РЕЗУЛЬТАТ, завершённое действие • ""Jutro napiszę list"" = Завтра напишу письмо (и закончу)  Несовершенный вид (niedokonany) — составная форма: • będę pisać / będę pisał(a) • Указывает на ПРОЦЕСС, длительность • ""Jutro będę pisać list"" = Завтра буду писать письмо (процесс)  В контексте ""list do babci"" естественнее говорить о результате — письмо будет написано.  ❌ Почему не A: • ""będę pisać"" — акцент на процессе • Звучит как ""буду заниматься писанием"", а не ""напишу""  ❌ Почему не C: • ""pisałem"" — прошедшее время • Но ""jutro"" = завтра!  ⚠️ Оба варианта (A и B) грамматически правильны, но B более естественен для конкретной задачи.","Potrzebujemy czasu przyszłego. Wybór formy zależy od aspektu.  🔑 Czas przyszły w polskim:  Aspekt dokonany — forma prosta: • napiszę, przeczytam, zrobię • Wskazuje na REZULTAT • ""Jutro napiszę list"" = skończę pisać  Aspekt niedokonany — forma złożona: • będę pisać / będę pisał(a) • Wskazuje na PROCES • ""Jutro będę pisać list"" = będę zajmować się pisaniem  W kontekście ""list do babci"" naturalniej mówić o rezultacie.  ❌ Dlaczego nie A: • ""będę pisać"" — akcent na procesie, nie na rezultacie  ❌ Dlaczego nie C: • ""pisałem"" to czas przeszły, ale ""jutro"" = przyszłość!  💡 Oba warianty (A i B) są poprawne, ale B jest bardziej naturalny dla konkretnego zadania."
"pdf_B1_PRZYIMKI_003","Przyimki","medium","Spotkamy się _______, około godziny 18.","A) przez pracę | B) za pracę | C) po pracy","C","Здесь нужен предлог, означающий ""после"".  🔑 Временные предлоги:  PO + miejscownik — после чего-то: • po pracy (после работы) • po obiedzie (после обеда) • po lekcjach (после уроков)  PRZEZ + biernik — в течение, на протяжении: • przez godzinę (в течение часа) • przez cały dzień (весь день)  ZA + biernik — через (промежуток времени): • za godzinę (через час) • za tydzień (через неделю)  ❌ Почему не A: • ""przez pracę"" = в течение работы / из-за работы • Не подходит по смыслу  ❌ Почему не B: • ""za pracę"" = за работу (как оплата) или через работу • Не означает ""после работы""  ⚠️ Запомни: PO = после, PRZEZ = в течение, ZA = через (время)","Potrzebujemy przyimka oznaczającego ""po zakończeniu czegoś"".  🔑 Przyimki czasowe:  PO + miejscownik — po zakończeniu: • po pracy, po obiedzie, po lekcjach  PRZEZ + biernik — w trakcie, przez jakiś czas: • przez godzinę, przez cały dzień  ZA + biernik — po upływie czasu: • za godzinę, za tydzień  ❌ Dlaczego nie A: • ""przez pracę"" = w trakcie pracy / z powodu pracy  ❌ Dlaczego nie B: • ""za pracę"" = w zamian za pracę  💡 Zapamiętaj: PO = po zakończeniu, PRZEZ = w trakcie, ZA = po upływie czasu"
"B1_REKCJA_003","Rekcja czasowników — czekać na + biernik","medium","Już pół godziny _______ autobus, ale wciąż go nie ma.","A) czekam na | B) czekam o | C) czekam dla | D) czekam z","A","Глагол czekać (ждать) требует предлога na + винительный падеж (biernik).  🔑 Формула: czekać na kogo? / na co?  Примеры: • Czekam na autobus. (Жду автобус.) • Czekam na ciebie. (Жду тебя.) • Czekam na odpowiedź. (Жду ответа.)  ❌ Почему не B: ""czekać o"" — не существует такой конструкции. ❌ Почему не C: ""czekać dla"" — неправильно; ""dla"" означает ""для кого-то"". ❌ Почему не D: ""czekać z"" — неправильно; ""z"" означает ""с кем-то"".  💡 Сравни с русским: ""ждать чего-то"" (родительный) — в польском логика другая: ""czekać NA coś"" (винительный с предлогом).","Czasownik czekać łączy się z przyimkiem na i wymaga biernika.  🔑 Konstrukcja: czekać na kogo? / na co?  Przykłady: • Czekam na tramwaj. • Czekam na wyniki egzaminu.  ❌ Dlaczego nie B, C, D: • ""czekać o/dla/z"" — błędne konstrukcje, nie istnieją w języku polskim.  💡 Inne czasowniki z  a + biernik: patrzeć na, liczyć na, narzekać na."
"B1_ASPEKT_004","Aspekt czasownika — powtarzalność vs jednorazowość","medium-high","Kiedy byłem dzieckiem, co roku _______ na wakacje nad morze.","A) pojechałem | B) jeździłem | C) pojadę | D) jechałem","B","Здесь нужен несовершенный вид (aspekt niedokonany) в форме, выражающей повторяющееся действие в прошлом.  🔑 Разница между формами:  jeździłem (niedok., wielokrotny) — ездил многократно: • ""Co roku jeździłem nad morze"" = Каждый год ездил (повторялось)  jechałem (niedok., jednokrotny) — ехал (один раз, процесс): • ""Wczoraj jechałem do Krakowa"" = Вчера ехал (был в пути)  pojechałem (dok.) — поехал (однократно, результат): • ""W zeszłym roku pojechałem do Włoch"" = В прошлом году поехал  Маркер ""co roku"" (каждый год) указывает на повторяемость → jeździłem.  ❌ Почему не A: ""pojechałem"" — однократное действие, не подходит к ""co roku"". ❌ Почему не C: ""pojadę"" — будущее время, но контекст прошлого (""byłem dzieckiem""). ❌ Почему не D: ""jechałem"" — процесс одной поездки, не повторяемость.","Potrzebujemy aspektu niedokonanego w formie wyrażającej czynność powtarzającą się.  🔑 Różnica między formami:  jeździłem (niedok., wielokrotny) — powtarzające się podróże: • ""Co roku jeździłem"" = regularnie, wielokrotnie  jechałem (niedok., jednokrotny) — jedna podróż w trakcie: • ""Właśnie jechałem do pracy"" = byłem w drodze  pojechałem (dok.) — jedna zakończona podróż: • ""Pojechałem i wróciłem""  Marker ""co roku"" wskazuje na powtarzalność → jeździłem.  💡 Podobne pary: chodzić/iść, latać/lecieć, pływać/płynąć."
"B1_PRZYIMKI_004","Przyimki z przypadkami — u + dopełniacz (miejsce)","medium","W weekend byłem _______ babci na obiedzie.","A) do babci | B) u babci | C) przy babci | D) z babcią","B","Предлог u + родительный падеж (dopełniacz) означает ""у кого-то"" (в доме/у человека).  🔑 Правило:  U + dopełniacz — у кого-то (место): • Byłem u babci. (Был у бабушки — в её доме.) • Mieszkam u rodziców. (Живу у родителей.) • Byłem u lekarza. (Был у врача.)  ❌ Почему не A: ""do babci"" — направление (""к бабушке""), но ""byłem"" требует места, не направления. ❌ Почему не C: ""przy babci"" — ""рядом с бабушкой"" (физически рядом), не ""в гостях"". ❌ Почему не D: ""z babcią"" — ""с бабушкой"" (совместность), не место.  💡 Запомни пару: iść DO babci (направление) → być U babci (место).","Przyimek u + dopełniacz oznacza ""w domu kogoś"" lub ""w miejscu związanym z osobą"".  🔑 Zasada:  U + dopełniacz — u kogoś (miejsce): • Byłem u dentysty. • Nocowałem u kolegi.  ❌ Dlaczego nie A: ""do babci"" to kierunek, nie miejsce. ❌ Dlaczego nie C: ""przy babci"" = obok babci (fizycznie blisko). ❌ Dlaczego nie D: ""z babcią"" = razem z babcią (towarzyszenie).  💡 Para: iść DO kogoś → być U kogoś."
"B1_BIERNA_003","Strona bierna — czas teraźniejszy (jest + imiesłów)","high","Ten budynek _______ teraz remontowany, dlatego nie można wejść do środka.","A) został | B) będzie | C) jest | D) był","C","Здесь нужен страдательный залог в настоящем времени, потому что ремонт происходит СЕЙЧАС (""teraz"").  🔑 Страдательный залог по временам:  JEST + imiesłów — настоящее время (процесс сейчас): • Budynek jest remontowany. (Здание ремонтируется сейчас.) • List jest pisany. (Письмо пишется.)  BYŁ + imiesłów — прошедшее (состояние/процесс в прошлом): • Budynek był remontowany w zeszłym roku.  ZOSTAŁ + imiesłów — прошедшее (завершённое действие): • Budynek został wyremontowany. (Здание было отремонтировано — закончено.)  BĘDZIE + imiesłów — будущее: • Budynek będzie remontowany w przyszłym roku.  ❌ Почему не A: ""został"" — завершённое действие в прошлом, но ремонт ещё идёт. ❌ Почему не B: ""będzie"" — будущее, но ""teraz"" = сейчас. ❌ Почему не D: ""był"" — прошлое, но ""teraz"" = сейчас.","Potrzebujemy strony biernej w czasie teraźniejszym, bo remont trwa TERAZ.  🔑 Strona bierna według czasów:  JEST + imiesłów — teraźniejszy (proces trwa): • Dom jest budowany. • Obiad jest przygotowywany.  BYŁ — przeszły (stan/proces) ZOSTAŁ — przeszły (czynność zakończona) BĘDZIE — przyszły  Marker ""teraz"" wskazuje na czas teraźniejszy → jest."
"B1_SWOJ_003","Zaimki dzierżawcze — swój vs mój w zdaniach złożonych","high","Powiedziałem Tomkowi, że lubię _______ nowe mieszkanie.","A) moje | B) swoje | C) jego | D) twoje","B","Это сложное предложение с придаточным. Нужно определить, ЧЬЁ mieszkanie.  🔑 Анализ: - Главное предложение: ""Powiedziałem Tomkowi"" - Придаточное: ""że lubię _______ mieszkanie"" - Подлежащее придаточного: JA (lubię) - Чьё mieszkanie? МОЕГО (говорящего)  Когда владелец = подлежащее того же предложения → swoje.  ""Lubię swoje mieszkanie"" = Я люблю СВОЁ (моё) жильё.  ❌ Почему не A: ""moje"" грамматически возможно, но в польском при совпадении владельца и подлежащего предпочтителен ""swój"". ""Moje"" звучит избыточно акцентированно. ❌ Почему не C: ""jego mieszkanie"" = жильё Томка (другого человека). ❌ Почему не D: ""twoje"" = твоё (обращение к собеседнику), не подходит по контексту.  ⚠️ Нюанс: ""moje"" не является ошибкой, но ""swoje"" — более естественный и правильный выбор.","To zdanie złożone. Trzeba określić, CZYJE mieszkanie.  🔑 Analiza: - Zdanie główne: ""Powiedziałem Tomkowi"" - Zdanie podrzędne: ""że lubię _______ mieszkanie"" - Podmiot zdania podrzędnego: JA - Czyje mieszkanie? MOJE (mówiącego)  Gdy właściciel = podmiot tego samego zdania → swoje.  ❌ Dlaczego nie A: ""moje"" jest możliwe, ale ""swoje"" jest bardziej naturalne i poprawne. ❌ Dlaczego nie C: ""jego mieszkanie"" = mieszkanie Tomka. ❌ Dlaczego nie D: ""twoje"" = mieszkanie rozmówcy.  💡 Zasada: w zdaniach podrzędnych, gdy właściciel = podmiot zdania podrzędnego, używamy ""swój""."
